target_gene,top10_predictors
YMR135W-A,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR136W,"['YOR273C', 'YGR052W', 'YDR133C', 'YNL036W', 'YOL084W', 'YKL109W', 'YDR043C', 'Q0065', 'YDR170W-A', 'Q0055']"
YMR137C,"['YGL089C', 'YBR072W', 'YFL014W', 'YML123C', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR138W,"['YDR171W', 'YFR053C', 'YGR032W', 'YML100W', 'YGR234W', 'Q0065', 'YER081W', 'YFL002W-B', 'YOL155C', 'Q0055']"
YMR139W,"['YNL036W', 'YDR171W', 'YCL040W', 'YDL039C', 'YGL089C', 'YHR087W', 'YML100W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR140W,"['YNL036W', 'YDR171W', 'YJR109C', 'Q0055', 'YGR032W', 'YDL196W', 'YCR005C', 'YGL089C', 'YDR034W-B', 'YLR356W']"
YMR141C,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR142C,"['YLR448W', 'YDL083C', 'YER081W', 'YAL005C', 'YOL058W', 'YBR072W', 'YLR352W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR143W,"['YER081W', 'YFR031C-A', 'YGL089C', 'YNL036W', 'YBR072W', 'YDR171W', 'YCR005C', 'YLR360W', 'YLR359W', 'YLR358C']"
YMR144W,"['YDL038C', 'YFR015C', 'YKL096W', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR145C,"['YKL109W', 'YJR048W', 'YFL014W', 'YDL181W', 'YLR348C', 'YPR191W', 'YJR121W', 'YLR168C', 'YGL188C', 'YJR148W']"
YMR146C,"['YML128C', 'YBR072W', 'YDR171W', 'YGL089C', 'YNL036W', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR147W,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR148W,"['YPL004C', 'YOR374W', 'YLR178C', 'YBR054W', 'YFL014W', 'YGL089C', 'YML123C', 'YML128C', 'YLR347C', 'YLR345W']"
YMR149W,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR150C,"['YOL155C', 'YLR382C', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W', 'YLR351C']"
YMR151W,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR152W,"['YML128C', 'YLL026W', 'YER081W', 'YDL038C', 'YFR015C', 'YDR133C', 'YFR053C', 'YOL154W', 'YLR349W', 'YLR356W']"
YMR153C-A,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR153W,"['YHR087W', 'Q0130', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR154C,"['YFL064C', 'YDR170W-A', 'YLR350W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR155W,"['YDL039C', 'YML128C', 'YGL089C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR156C,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR157C,"['YOR153W', 'Q0065', 'Q0055', 'YFL014W', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR158C-A,"['YAR009C', 'YLR400W', 'YBL107W-A', 'YGR161C-D', 'YPR158C-D', 'YGR032W', 'Q0065', 'YNL036W', 'YBR072W', 'YLR356W']"
YMR158W,"['Q0055', 'YOR153W', 'YLL009C', 'YGL089C', 'YOR382W', 'Q0065', 'Q0010', 'YLR350W', 'YLR351C', 'YLR352W']"
YMR158W-B,"['YNL037C', 'YOR136W', 'Q0130', 'YOR382W', 'YML123C', 'YJL088W', 'Q0010', 'YLR351C', 'YLR357W', 'YLR356W']"
YMR159C,"['YHL049C', 'YML128C', 'YDL038C', 'YBR085C-A', 'YFL064C', 'YGL089C', 'YDL039C', 'YML123C', 'YLR355C', 'YLR361C']"
YMR160W,"['YML100W', 'YDL039C', 'YGL089C', 'YLR327C', 'Q0130', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR161W,"['YFR053C', 'YGL121C', 'YJL153C', 'YLR341W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR162C,"['Q0070', 'Q0010', 'YLR349W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR163C,"['YDR170W-A', 'YGL255W', 'YFL014W', 'YDL038C', 'YML123C', 'YMR046C', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR164C,"['YCL042W', 'YAL061W', 'Q0010', 'YLR349W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR165C,"['YDR034W-B', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR166C,"['Q0130', 'YHR087W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR167W,"['YMR046C', 'YDR170W-A', 'YLR340W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR168C,"['YFL064C', 'YDR170W-A', 'YDR034W-B', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR169C,"['YDL204W', 'YGR088W', 'YGR043C', 'YMR175W', 'YHR087W', 'YBR116C', 'YPL223C', 'YMR316W', 'YML058W-A', 'YOL058W']"
YMR170C,"['YLR178C', 'YBR072W', 'YIR038C', 'YHR209W', 'YGL089C', 'YER081W', 'YGL121C', 'YGL156W', 'YNR057C', 'YDL038C']"
YMR171C,"['YDR170W-A', 'YOL058W', 'YGR032W', 'Q0055', 'YCL026C-B', 'YJR004C', 'YIL121W', 'YBR072W', 'YLR354C', 'YLR355C']"
YMR172C-A,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR172W,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR173W,"['YMR173W-A', 'YOL100W', 'YDR210C-C', 'YCL042W', 'YOR382W', 'Q0065', 'YPR160W', 'YBR072W', 'YNL160W', 'YBR054W']"
YMR173W-A,"['YMR173W', 'YOL100W', 'Q0060', 'YFL064C', 'YDR133C', 'YJR073C', 'YHR087W', 'YNL237W', 'YGR032W', 'YOR382W']"
YMR174C,"['YMR175W', 'YJL037W', 'YDL130W-A', 'YDL204W', 'YMR173W-A', 'YJR078W', 'YLR178C', 'YGL121C', 'YJR156C', 'YGR043C']"
YMR175W,"['YPL223C', 'YDR070C', 'YMR174C', 'YGR256W', 'YMR169C', 'YBR072W', 'Q0065', 'YML123C', 'YOL058W', 'YMR107W']"
YMR176W,"['YGL089C', 'Q0010', 'YLR349W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR177W,"['YGR234W', 'YDL039C', 'YML100W', 'YFR053C', 'YNL036W', 'YML128C', 'YBR072W', 'YCL040W', 'Q0070', 'YFL014W']"
YMR178W,"['YGR043C', 'YEL039C', 'YDR171W', 'YGL089C', 'YBR072W', 'Q0130', 'Q0010', 'YLR355C', 'YLR362W', 'YLR361C']"
YMR179W,"['YGL089C', 'YOR289W', 'YBR072W', 'YGR032W', 'YER081W', 'Q0130', 'Q0010', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR180C,"['YCR020C', 'YFR026C', 'YMR316W', 'YKR091W', 'YIL117C', 'YDR034W-B', 'YBR085C-A', 'YER081W', 'YKL161C', 'YML123C']"
YMR181C,"['YMR182C', 'YBR105C', 'YGL156W', 'YGR161C', 'YDL048C', 'YCL042W', 'YER037W', 'YDR034W-B', 'YGR066C', 'YJL153C']"
YMR182C,"['YMR181C', 'YDL037C', 'YBR296C', 'YDL038C', 'YDR170W-A', 'YMR011W', 'YOR338W', 'YIL080W', 'YML123C', 'YBR105C']"
YMR183C,"['YDR034W-B', 'YHR087W', 'YBR072W', 'YFL014W', 'YMR169C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR184W,"['YDR034W-B', 'YDL130W-A', 'YLR194C', 'YGR161C', 'YHR043C', 'YGR032W', 'YJL153C', 'YBR072W', 'YHR087W', 'YLR178C']"
YMR185W,"['YCL042W', 'YKL078W', 'YML100W', 'YAL061W', 'YFR015C', 'YDL039C', 'YHR087W', 'YGL089C', 'YLR360W', 'YLR359W']"
YMR186W,"['YPL240C', 'YLL026W', 'YJR073C', 'YDR258C', 'YOL155C', 'YBR072W', 'Q0010', 'YLR352W', 'YLR358C', 'YLR357W']"
YMR187C,"['YDL039C', 'YDR171W', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR188C,"['Q0065', 'YLR346C', 'YFL014W', 'YFR053C', 'YER058W', 'YGL089C', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W']"
YMR189W,"['YDR019C', 'YLR058C', 'YCL064C', 'YGL125W', 'YIL117C', 'YPL156C', 'YER081W', 'YGR032W', 'YNR056C', 'YOR383C']"
YMR190C,"['YGL089C', 'YLR400W', 'YCL026C-B', 'Q0050', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR191W,"['YGR110W', 'YCL026C-B', 'YDR059C', 'YER081W', 'YJL153C', 'YJR078W', 'YDR034W-B', 'YLR267W', 'YIL121W', 'YMR046C']"
YMR192W,"['YIL117C', 'YML123C', 'Q0130', 'YLR361C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR193C-A,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR193W,"['Q0065', 'YFR053C', 'YLR327C', 'YFL014W', 'YNL160W', 'YOR153W', 'Q0010', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR194C-A,"['YOR161C', 'YGR032W', 'YFL014W', 'YDR210C-C', 'YDR133C', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR194W,"['YGL031C', 'YGL156W', 'YCR005C', 'YER081W', 'YEL060C', 'YGR032W', 'YNL036W', 'YBR072W', 'Q0130', 'YOR382W']"
YMR195W,"['YAL061W', 'YPL250C', 'YJL088W', 'YGR052W', 'YGR108W', 'YBR157C', 'YER053C-A', 'YDR019C', 'YJR078W', 'Q0070']"
YMR196W,"['YLR178C', 'YMR250W', 'YFR053C', 'YML128C', 'YGR234W', 'YPL223C', 'YGL089C', 'YOR374W', 'YEL039C', 'YDL204W']"
YMR197C,"['YDR171W', 'YNL036W', 'YGR032W', 'YDL039C', 'YDR077W', 'YER081W', 'YNL141W', 'YIL117C', 'YLR327C', 'YBR072W']"
YMR198W,"['YDL038C', 'YGL089C', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR199W,"['YPL163C', 'YNL289W', 'YKL096W', 'YGL038C', 'YIL119C', 'YNL160W', 'YLR042C', 'YER067W', 'YMR173W', 'Q0130']"
YMR200W,"['YIL117C', 'YNL036W', 'YBR072W', 'YMR006C', 'YGL089C', 'YER081W', 'YDR077W', 'YML123C', 'YGR032W', 'YLR354C']"
YMR201C,"['YML100W', 'YFL014W', 'YLR349W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR202W,"['YBR054W', 'YFL014W', 'Q0010', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR203W,"['YBR085C-A', 'YBR072W', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR204C,"['YHR087W', 'YBR054W', 'YDL039C', 'YFL014W', 'YLR344W', 'YLR345W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YMR205C,"['YDR171W', 'YML123C', 'YDL038C', 'YOR153W', 'YER081W', 'YDL130W-A', 'YDR034W-B', 'YGR043C', 'YGL089C', 'YCL064C']"
YMR206W,"['YGR292W', 'YGL158W', 'YNR034W-A', 'YBL043W', 'YMR107W', 'YER067W', 'YJL116C', 'YJL153C', 'YLR327C', 'YLR356W']"
YMR207C,"['YFR053C', 'YBR072W', 'Q0130', 'YLR327C', 'YIL117C', 'YLR346C', 'YLR355C', 'YLR361C', 'YLR343W', 'YLR360W']"
YMR208W,"['YNL160W', 'YBR092C', 'YFL014W', 'YLR341W', 'YLR342W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR209C,"['YGL121C', 'YLR327C', 'YCL042W', 'YGR043C', 'Q0130', 'YDR210C-C', 'YCL040W', 'YGL089C', 'YFR053C', 'YBR072W']"
YMR210W,"['YDR210W-B', 'Q0130', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR211W,"['YDR171W', 'YCL040W', 'YLR327C', 'YDL038C', 'YGR032W', 'YDR258C', 'YML123C', 'Q0010', 'YLR359W', 'YLR358C']"
YMR212C,"['YLR178C', 'YLR327C', 'YDL130W-A', 'YBR072W', 'YGL156W', 'Q0055', 'YDR034W-B', 'YOL052C-A', 'YGR161C', 'YLR349W']"
YMR213W,"['YDR171W', 'YBR072W', 'YHR087W', 'YLR343W', 'YLR344W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR342W', 'YLR358C']"
YMR214W,"['YFR053C', 'YML123C', 'Q0010', 'YLR349W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR215W,"['YMR006C', 'YGR043C', 'YGR032W', 'YIL117C', 'YGR161C', 'YBR085C-A', 'YIL080W', 'YDR210W-B', 'YOR302W', 'YDL038C']"
YMR216C,"['YDL038C', 'YIL126W', 'YFL066C', 'YOR153W', 'YGL089C', 'YFL014W', 'YCL064C', 'YER081W', 'Q0130', 'YDR170W-A']"
YMR217W,"['YCL042W', 'YFR053C', 'YML128C', 'YBR072W', 'YLR327C', 'Q0130', 'YGL089C', 'YLR361C', 'YLR360W', 'YLR359W']"
YMR218C,"['YOL100W', 'Q0070', 'Q0010', 'YLR348C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR219W,"['YLR327C', 'YML100W', 'YFL014W', 'YML128C', 'YGR234W', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR220W,"['YOL058W', 'YMR316W', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR221C,"['YBR072W', 'YHR087W', 'YFR053C', 'YDR171W', 'YLR178C', 'YLR327C', 'YLR354C', 'YLR361C', 'YLR360W', 'YLR359W']"
YMR222C,"['YDR210C-C', 'Q0130', 'YBR072W', 'Q0010', 'YLR352W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR223W,"['YLR327C', 'YBR072W', 'Q0010', 'YLR350W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR224C,"['YFR015C', 'YDR171W', 'YHR087W', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR225C,"['Q0065', 'YOR153W', 'YCR102C', 'Q0010', 'YLR349W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR226C,"['YBR085C-A', 'YGR043C', 'YDR170W-A', 'YDR171W', 'YMR046C', 'YCL030C', 'YJL088W', 'YGL255W', 'YIL117C', 'YDL038C']"
YMR227C,"['YHR087W', 'YPR158W-A', 'Q0010', 'YLR349W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR228W,"['YFL014W', 'Q0065', 'YLR349W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR229C,"['YLR178C', 'YBL004W', 'YCL042W', 'YNL112W', 'YNL141W', 'YGR161C', 'YIL117C', 'Q0130', 'YFR053C', 'YOR289W']"
YMR230W,"['YKL180W', 'YJL189W', 'YDL130W', 'YFL014W', 'Q0010', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR231W,"['YOL058W', 'YMR316W', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR232W,"['YIL080W', 'YBR040W', 'YML047C', 'YFL014W', 'Q0010', 'YLR350W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR233W,"['YGR032W', 'YDR171W', 'Q0055', 'YOL100W', 'YBR208C', 'YGL089C', 'YDL038C', 'YDR170W-A', 'YDR034W-B', 'YOR383C']"
YMR234W,"['YNL036W', 'YBR072W', 'YLR327C', 'Q0130', 'YDL038C', 'YER081W', 'YGR234W', 'YOL155C', 'YNR058W', 'YLR346C']"
YMR235C,"['YOL100W', 'YLR327C', 'YBR072W', 'YER081W', 'Q0070', 'YLR349W', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR236W,"['YLR452C', 'YGL089C', 'YIL117C', 'YFL014W', 'YOL058W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR237W,"['YML100W', 'YGL089C', 'YDR258C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR238W,"['YHR209W', 'YGR032W', 'YJL153C', 'YKL096W', 'YNR044W', 'YHR087W', 'YIL117C', 'YOR289W', 'YDR034W-B', 'YFL002W-B']"
YMR239C,"['YCL040W', 'YEL060C', 'YNL036W', 'YNL141W', 'YAL061W', 'YDR074W', 'YDR171W', 'YGL029W', 'YDL038C', 'YCR005C']"
YMR240C,"['YER081W', 'YDR170W-A', 'Q0130', 'YFL014W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR241W,"['YEL071W', 'YNR056C', 'YFL014W', 'YCL064C', 'YJR109C', 'YOL143C', 'YDR171W', 'YDR502C', 'YDR077W', 'YLR420W']"
YMR242C,"['YDR170W-A', 'YJL136C', 'YGR032W', 'YBL027W', 'YJL177W', 'YBR072W', 'YML123C', 'YLR347C', 'YLR355C', 'YLR343W']"
YMR243C,"['YMR006C', 'YDR077W', 'YLR327C', 'YGR043C', 'YCL042W', 'YFR053C', 'YFL014W', 'YNL036W', 'YGL255W', 'YBR072W']"
YMR244C-A,"['YDL130W-A', 'Q0070', 'YFR053C', 'YOR374W', 'YJR025C', 'YOL100W', 'YFL014W', 'Q0010', 'YLR352W', 'YLR359W']"
YMR244W,"['YLR307W', 'YDR403W', 'YGL158W', 'YPL276W', 'YBL098W', 'YFL012W', 'YMR169C', 'YJR078W', 'YNL160W', 'YER037W']"
YMR245W,"['snR10', 'Q0010', 'YLR360W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR246W,"['YHR087W', 'YMR319C', 'YLR413W', 'YOL101C', 'YNL284C-A', 'YLR327C', 'YBR039W', 'YBR072W', 'YFL014W', 'Q0010']"
YMR247C,"['YDL038C', 'YBR072W', 'YDR171W', 'Q0065', 'YFR053C', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR250W,"['YGR248W', 'YMR196W', 'YML128C', 'YHR087W', 'YPL201C', 'YLR178C', 'YDR070C', 'YFR053C', 'YDL204W', 'YKL103C']"
YMR251W,"['YHL047C', 'YOR383C', 'YGL089C', 'YHL040C', 'YLR136C', 'YFL014W', 'YNL160W', 'YML128C', 'Q0130', 'YAL061W']"
YMR251W-A,"['YER141W', 'YFL014W', 'YER037W', 'YHR087W', 'YGR032W', 'YFR053C', 'YNL160W', 'YOR383C', 'YGL089C', 'YDL181W']"
YMR252C,"['YOR374W', 'YLR178C', 'YFR015C', 'YEL039C', 'YKR093W', 'YGR032W', 'YER081W', 'YDL039C', 'YOR382W', 'YBR085C-A']"
YMR253C,"['YLR178C', 'YCL040W', 'YDR074W', 'YDL039C', 'YML128C', 'YOR382W', 'YOL158C', 'YBR085C-A', 'YGL089C', 'YLR359W']"
YMR254C,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR255W,"['YIL117C', 'YLR327C', 'YBR085C-A', 'YBR296C', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR256C,"['YDR529C', 'YDL181W', 'YLR038C', 'YOR153W', 'YDR170W-A', 'YOR382W', 'YNL036W', 'YLR327C', 'Q0130', 'YGR183C']"
YMR257C,"['YFR053C', 'YLR327C', 'YDR216W', 'YDL038C', 'YAL061W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR258C,"['YDL038C', 'YBR085C-A', 'YLR136C', 'YDR171W', 'YLR327C', 'YML123C', 'YHR087W', 'YOR382W', 'YLR353W', 'YLR360W']"
YMR259C,"['YGR008C', 'YDR171W', 'YDR258C', 'YLR327C', 'YER081W', 'YCL040W', 'YBR072W', 'YDL038C', 'Q0055', 'YLR354C']"
YMR260C,"['YGL156W', 'YGR032W', 'YBR072W', 'YEL060C', 'YML128C', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR261C,"['YML100W', 'YDR074W', 'YCL040W', 'YLL026W', 'YFR053C', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR262W,"['YDR171W', 'YDL038C', 'YPR158W-A', 'YBR085C-A', 'YOR273C', 'YHR087W', 'YDR133C', 'YLR345W', 'YLR344W', 'YLR358C']"
YMR263W,"['YBR072W', 'YML100W', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR264W,"['YDR170W-A', 'Q0055', 'YBR072W', 'Q0065', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YMR265C,"['YDL038C', 'YMR173W', 'YML123C', 'Q0010', 'YLR361C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR266W,"['YMR173W-A', 'YDL038C', 'YFR053C', 'YGL089C', 'YDR133C', 'YBR054W', 'YMR006C', 'YGR043C', 'YLL053C', 'YML128C']"
YMR267W,"['YFR053C', 'Q0065', 'YDR170W-A', 'YIL117C', 'YCR102C', 'YFL014W', 'YGL089C', 'Q0010', 'YLR355C', 'YLR354C']"
YMR268C,"['YCL040W', 'YDR171W', 'YGR043C', 'YHR087W', 'YER067W', 'YBR072W', 'YLR353W', 'YLR360W', 'YLR359W', 'YLR358C']"
YMR269W,"['YGL029W', 'YKL082C', 'YML100W', 'YLR068W', 'YHR087W', 'YDR074W', 'YGR280C', 'YOL100W', 'YML123C', 'YLR345W']"
YMR270C,"['YBR072W', 'Q0010', 'YLR338W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YMR271C,"['YGL121C', 'YGL156W', 'YGR201C', 'YER081W', 'YCR020C', 'YMR095C', 'YCR005C', 'YEL073C', 'YDR034W-B', 'YJL153C']"
YMR272C,"['YDR406W', 'YIL111W', 'YIL121W', 'YKL051W', 'YDR019C', 'YJR004C', 'YFL014W', 'YAL061W', 'YPR160W', 'YER150W']"
YMR273C,"['Q0010', 'YLR290C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YMR274C,"['YDR034W-B', 'YER081W', 'YGR161C', 'YDR171W', 'YOR383C', 'YGR032W', 'YGL089C', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR275C,"['YEL060C', 'YER081W', 'YNR058W', 'YGL089C', 'YBR072W', 'YML100W', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W']"
YMR276W,"['YER142C', 'YNL141W', 'YER081W', 'YGL089C', 'YOR382W', 'YDR019C', 'Q0130', 'YLL026W', 'Q0010', 'YLR358C']"
YMR277W,"['YGR032W', 'YDL038C', 'YER081W', 'YBR072W', 'YHR087W', 'Q0070', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W']"
YMR278W,"['YFR053C', 'YDR170W-A', 'YGR234W', 'YBR072W', 'YNL284C-A', 'YEL060C', 'YDR171W', 'YER081W', 'YGR032W', 'YKL096W']"
YMR279C,"['YJR158W', 'YML058W-A', 'YBR072W', 'YDR170W-A', 'Q0130', 'YGR032W', 'YNL036W', 'Q0010', 'YLR360W', 'YLR359W']"
YMR280C,"['YKL148C', 'YOR374W', 'YLR327C', 'YJR078W', 'YBL043W', 'YGR292W', 'YBR033W', 'YGR032W', 'YOL014W', 'YML054C']"
YMR281W,"['YMR173W', 'Q0055', 'YDR170W-A', 'YDL039C', 'YHR087W', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR282C,"['YDR170W-A', 'YBR072W', 'YOR383C', 'YER081W', 'Q0010', 'YLR350W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YMR283C,"['YDR171W', 'YLR327C', 'YFR053C', 'YNL036W', 'YBR072W', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YMR284W,"['YDR171W', 'YHR087W', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YMR285C,"['YML100W', 'YFR053C', 'YBR072W', 'YHR087W', 'YCL040W', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YMR286W,"['YFL014W', 'Q0065', 'YOR153W', 'YFR053C', 'YDR406W', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W']"
